nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,pk_localizacao
RUA CASILDA DULCE DOS SANTOS,1674,39300000,APARECIDA,SAO FRANCISCO,MG,644
RUA ALCEBIADES JOSE SOBREIRA,96,29313155,BNH,CACHOEIRO DE ITAPEMIRIM,ES,646
RUA PEDRO BERDU DIAS,3251,14405152,VILA FORMOSA,FRANCA,SP,648
AVENIDA HORACIO NEGRISOLO,43,14230000,CENTRO,SERRA AZUL,SP,650
RUA AUGUSTO ENEAS CARVALHO,SN,64728970,CENTRO,PEDRO LAURENTINO,PI,652
RUA DIARIO DE PERNAMBUCO,100,55150615,EDSON MORORO MOURA,BELO JARDIM,PE,654
RUA SAO MATEUS,64,78065258,CAMPO VELHO,CUIABA,MT,656
AVENIDA NOSSA SENHORA DE FATIMA,1285,95970000,FATIMA,MUCUM,RS,658
RUA SAFIRA,113,32113030,SAO JOAQUIM,CONTAGEM,MG,660
RUA ARAGUACI,67,77816180,JK,ARAGUAINA,TO,662
AVENIDA MARECHAL RONDON,137,78500970,CENTRO,COLIDER,MT,664
AVENIDA VITORIA,2091,29900081,CENTRO,LINHARES,ES,666
RUA JOAQUIM TEIXEIRA ALVES,1570,79801015,CENTRO,DOURADOS,MS,668
RUA GENERAL OSORIO,259,11250000,JARDIM PAULISTA,BERTIOGA,SP,669
RUA DANIEL FILHO,25,45980000,CENTRO,PRADO,BA,671
RUA LORENZO PENNA,57,08371160,JARDIM HELENA,SAO PAULO,SP,674
AVENIDA LATERAL NORTE,467,61921010,ACARACUZINHO,MARACANAU,CE,676
RUA GIUSEPPE BIBIENA,254,04183020,JARDIM SANTA EMILIA,SAO PAULO,SP,678
RUA MARQUES DO HERVAL,167,50020901,SANTO ANTONIO,RECIFE,PE,680
RUA APOLONIA VON BUETTNER,560,89037020,ASILO,BLUMENAU,SC,682
RUA MINAS GERAIS,878,16403134,JUNQUEIRA,LINS,SP,684
RUA HENRIQUE VERA DO NASCIMENTO,395,88062020,LAGOA DA CONCEICAO,FLORIANOPOLIS,SC,686
AVENIDA MARIO JORGE MENEZES VIEIRA,800,49035240,COROA DO MEIO,ARACAJU,SE,688
RUA VOLUNTARIO ETELVINO BORGES,674,14670000,CENTRO,NUPORANGA,SP,689
RUA DA FRATERNIDADE,691,39403022,ALTEROSAS,MONTES CLAROS,MG,691
AVMD BELO HORIZONTE,228,85933000,CENTRO,OURO VERDE DO OESTE,PR,693
RUA ANGELO LA PORTA,76,88020600,CENTRO,FLORIANOPOLIS,SC,695
RUA TRINTA E UM DE MARCO,460,79930970,CENTRO,ARAL MOREIRA,MS,697
RUA BRILHO DO SOL,1546,69316128,BELA VISTA,BOA VISTA,RR,699
RUA PROFESSOR JOSE VIEIRA DE MENDONCA,1121,31310260,ENGENHO NOGUEIRA,BELO HORIZONTE,MG,701
AVENIDA PRESIDENTE KENNEDY,3330,60355425,ALDEOTA,FORTALEZA,CE,703
AVENIDA JOHN KENNEDY,508D,45190000,CENTRO,PLANALTO,BA,705
AVENIDA PACAEMBU,3217,13222305,JARDIM AMERICA III,VARZEA PAULISTA,SP,707
RUA RICARDO DOS SANTOS,35,24461150,MUTUA,SAO GONCALO,RJ,709
RUA VASSOURAS,47,25650500,QUITANDINHA,PETROPOLIS,RJ,711
ACESSO IMPERATRIS DONA LEOPOLDINA,3428,95800000,CENTRO,VENANCIO AIRES,RS,714
AVENIDA JOSE FROIO,65,17830000,CENTRO,FLORIDA PAULISTA,SP,716
AVENIDA JOAO PAULO II,1710,68700050,DOM JOAO VI,CAPANEMA,PA,718
RUA PONTA GROSSA,585,85670000,COLINA VERDE,SALTO DO LONTRA,PR,719
QUADRA B,,47802470,LOTEAMENTO FLAMENGO,BARREIRAS,BA,721
RUA MANOEL BITTENCOURT,122,89110000,7 DE SETEMBRO,GASPAR,SC,723
AVENIDA ANGELO SIMOES,1216,13042010,JARDIM LEONOR,CAMPINAS,SP,725
ESTANCIA HS,SN,17600970,AFONSO XIII,TUPA,SP,727
ADE CONJUNTO 4,SN,71986000,AGUAS CLARAS,BRASILIA,DF,729
RUA EST R GRANDE PEL BR,392,96209030,POVO NOVO 3 DISTR,RIO GRANDE,RS,731
RUA RUI BARBOSA,10,44790000,CENTRO,CAMPO FORMOSO,BA,15341
RUA CLIMACO BARBOSA,813,01523000,CAMBUCI,SAO PAULO,SP,735
RUA CAPITAO PEDRO ESPERIDIAO HOFFER,665,08568700,NOVA POA,POA,SP,737
RUA CORONEL MANOEL FERREIRA,989,18970000,JARDIM DAS PAINEIRAS,CHAVANTES,SP,739
RUA OTACILIO MARTINHO RIBEIRO,140,18475000,CDHU,BOM SUCESSO DE ITARARE,SP,741
AVENIDA MONSENHOR TABOSA,200,60165010,CENTRO,FORTALEZA,CE,743
RUA HUGO WOLF,291,03720130,CANGAIBA,SAO PAULO,SP,745
QNP 14 CONJUNTO U,,72231421,CEILANDIA,BRASILIA,DF,747
AVENIDA ILDA ROSA DA CUNHA,19,11714010,BALNEARIO JAPURA,PRAIA GRANDE,SP,750
RUA GONCALO FERREIRA,125,68750000,CENTRO,CURUCA,PA,752
RUA JOAO DE OLIVEIRA,27,06550000,VILA NOVA,PIRAPORA DO BOM JESUS,SP,754
RUA JOSE FREDERICO,64,02765070,VILA NOVA CACHOEIRINHA,SAO PAULO,SP,756
RUA MAJOR GOTE,1530,38700001,CENTRO,PATOS DE MINAS,MG,758
AVENIDA ANA COSTA,100,11060000,VILA MATIAS,SANTOS,SP,760
RUA BELA VISTA,152,52051310,CASA AMARELA,RECIFE,PE,762
RUA MANUEL PINTO,510,05776460,JARDIM ELIZA,SAO PAULO,SP,764
RUA VILA NOVA,SN,76480000,VILA NOVA,SANTA TEREZA DE GOIAS,GO,766
RUA MANOEL COELHO,600,09510100,CENTRO,SAO CAETANO DO SUL,SP,768
CNB,14,71920540,TAGUATINGA,BRASILIA,DF,770
RUA ROBERT KENNEDY,SN,29500000,GUARAREMA,ALEGRE,ES,772
AVENIDA INTERLAGOS,6477,04777001,INTERLAGOS,SAO PAULO,SP,773
RUA PARANA,1390,79490000,CENTRO,SAO GABRIEL DO OESTE,MS,775
RUA CRUZADOR DAS ALMAS,SN,37650000,CRUZEIRO,CAMANDUCAIA,MG,776
AVENIDA RICIERI CHIQUETTO,1145,13290000,SANTO ANTONIO,LOUVEIRA,SP,778
RUA CAIAPONIA,36,38400764,NOSSA SENHORA APARECIDA,UBERLANDIA,MG,780
RUA BRAZOPOLIS,12,51010220,BRASILIA TEIMOSA,RECIFE,PE,782
RUA LAGOA DOURADA,514,35490000,CACHOEIRA,ENTRE RIOS DE MINAS,MG,784
RUA JOAQUIM JOSE DE SOUZA,37,39940000,CENTRO,RIO DO PRADO,MG,785
AVENIDA PRESIDENTE VARGAS,2121,14020260,JARDIM AMERICA,RIBEIRAO PRETO,SP,787
RUA MANGARATIBA,20,25946088,CENTRO,GUAPIMIRIM,RJ,790
AVENIDA BRASIL,SN,68585970,CENTRO,NOVA IPIXUNA,PA,792
RUA DAS ZINEAS,3943,95555000,CAPAO NOVO,CAPAO DA CANOA,RS,794
RUA SALTO VELOSO,151,89227160,IRIRIU,JOINVILLE,SC,796
RUA QUINTILIANO FERNANDES VIVEIROS,SN,45465000,CENTRO,TEOLANDIA,BA,798
RUA JOSE FELICIANO,121,55555000,SETE DE SETEMBRO,XEXEU,PE,800
RUA ESMERALDA RONDAN,51,12232280,JARDIM MADUREIRA,SAO JOSE DOS CAMPOS,SP,802
AVENIDA G,38,69095760,CIDADE NOVA,MANAUS,AM,805
VIA LOCAL A,77,33600000,QUINTA DAS PALMEIRAS,PEDRO LEOPOLDO,MG,807
RUA FLORIANO PEIXOTO,SN,57535000,CENTRO,CARNEIROS,AL,809
RUA GENERAL FLORES,290,01129010,BOM RETIRO,SAO PAULO,SP,811
RUA DO MERCADO,7,42800050,CENTRO,CAMACARI,BA,813
RUA SAO SALVADOR,168,52020200,ESPINHEIRO,RECIFE,PE,815
RUA BENEDITA MARIA DE FREIT,281,07600000,JARDIM FERNAO DIAS,MAIRIPORA,SP,817
RUA VEREADOR ADOLFO NIMTZ,222,13165000,JARDIM AMERICA,ENGENHEIRO COELHO,SP,819
AVENIDA PAULISTA,1499,01311200,BELA VISTA,SAO PAULO,SP,820
RUA DA AZPA,49,67033020,AGUAS BRANCAS,ANANINDEUA,PA,822
RUA SOUZA NAVES,949,87702220,JARDIM SAO CRISTOVAO,PARANAVAI,PR,824
RUA SACERDOTE MELQUISEDEQUE,2,06145091,JARDIM CONCEICAO,OSASCO,SP,826
RUA DOUTOR CARLOS DE CAMPOS,411,17360000,CENTRO,TORRINHA,SP,829
AVENIDA GERTULIO VARGAS,2929,76868000,CENTRO,MACHADINHO D OESTE,RO,831
RUA TENENTE FORTUNATO,161A,36770038,CENTRO,CATAGUASES,MG,833
RUA GENERAL SAMPAIO,1206,97541260,CENTRO,ALEGRETE,RS,835
RUA FRANCISCO GLICERIO,290,60711055,MARAPONGA,FORTALEZA,CE,837
RUA 30,SN,72814680,SETOR MANDU II,LUZIANIA,GO,839
RUA NENA DE ABREU,SN,65272000,CENTRO,SANTA LUZIA DO PARUA,MA,841
RUA BELEM,3154,85770000,CENTRO,REALEZA,PR,843
RUA MUNICIPAL,136,89300000,RIO DOS BANHADOS,MAFRA,SC,845
RUA JULIO MENDES,787,64049320,FATIMA,TERESINA,PI,846
SDS BLOCO O,,70393905,ASA SUL,BRASILIA,DF,848
RUA DO CHA,151,13454183,JARDIM PEROLA,SANTA BARBARA D OESTE,SP,850
RUA CORONEL LAURINDO RIBEIRO,,37130000,CENTRO,ALFENAS,MG,852
AVENIDA CORONEL JOSE SOARES MARCONDES,1104,19010080,BOSQUE,PRESIDENTE PRUDENTE,SP,854
RODOVIA BR 285,,99042800,VALINHOS,PASSO FUNDO,RS,856
RUA GETULIO VARGAS,226,65110000,SAO RAIMUNDO,SAO JOSE DE RIBAMAR,MA,858
AVENIDA LUIZ GONZAGA,678,42805000,PHOC II,CAMACARI,BA,860
RUA CUNHA MOREIRA,162,11015147,ENCRUZILHADA,SANTOS,SP,862
AVENIDA JURACY MAGALHAES JUNIOR,41B,41940060,RIO VERMELHO,SALVADOR,BA,864
RUA IRLANDA,728,74330290,JARDIM EUROPA,GOIANIA,GO,866
AVENIDA TEREZA PALMEIRA GALLON,152,14040600,JARDIM ITAU,RIBEIRAO PRETO,SP,868
AVENIDA MINISTRO CIRNE LIMA,692,85902400,JARDIM PANCERA,TOLEDO,PR,870
RUA DA,,48730000,BANDIACU,CONCEICAO DO COITE,BA,872
RUA DOM M DA RESSURREICAO,133,04134030,VILA GUMERCINDO,SAO PAULO,SP,874
RUA PERU,19,69050500,PARQUE DEZ,MANAUS,AM,876
RUA ALVES,SN,75830000,TANINHO,MINEIROS,GO,878
CONDOMINIO VIVENDAS NOVA PETROPOLIS,,73007998,SOBRADINHO,BRASILIA,DF,880
TRAVESSA JOAQUIM F DA SILVA,SN,36150000,CENTRO,RIO NOVO,MG,882
RUA TIRADENTES,139,56130000,CENTRO,CEDRO,PE,885
RUA BASILIO PIGNATON,SN,29198321,PRAIA DO SAUE,ARACRUZ,ES,888
TRAVESSA BOM JESUS,515,68580000,NOVO,ITUPIRANGA,PA,890
RUA SIQUEIRA CAMPOS,976,45202000,JOAQUIM ROMAO,JEQUIE,BA,891
RUA LUIZ BANHI,,13279050,VALE VERDE,VALINHOS,SP,893
AVENIDA CASTELO BRANCO,2220,75801150,VILA SOFIA,JATAI,GO,895
SITIO SAO BENEDITO,SN,14900000,BREJAO,ITAPOLIS,SP,897
RUA CONSELHEIRO PARANHOS,6,44200000,CENTRO,SANTO AMARO,BA,899
RUA PEDRO BATISTA MENEZES,284,11723180,VILA ISABEL,PRAIA GRANDE,SP,901
RUA SANTA CATARINA,34,37550000,SAO CAMILO,POUSO ALEGRE,MG,903
RUA CONSELHEIRO RIBAS,162,05093060,VILA ANASTACIO,SAO PAULO,SP,905
RUA LUCILIO DE ALBUQUERQUE,10,31842460,TUPI,BELO HORIZONTE,MG,907
RUA MARANHAO,1495,30150331,FUNCIONARIOS,BELO HORIZONTE,MG,909
RUA JUSTA ARAUJO,656,60191070,PARQUE DOIS IRMAOS,FORTALEZA,CE,911
PRACA CRISTO REI,55,44920000,CENTRO,JOAO DOURADO,BA,913
RUA ANTONIO CASSEMIRO DE OLIVEIRA,100,18590000,CENTRO,BOFETE,SP,915
RUA DOUTOR ENEAS GUIMARAES FRANCA,214A,36700000,NOVA LEOPOLDINA,LEOPOLDINA,MG,917
AVENIDA SAO JOAO BATISTA,268,09635000,VILA HELENA,SAO BERNARDO DO CAMPO,SP,919
RODOVIA DO CAQUI,SN,83430000,ARACATUBA,CAMPINA GRANDE DO SUL,PR,921
RUA DRAUSIO MARCONDES DE SOUZA,39,13051165,JARDIM SAO JOSE,CAMPINAS,SP,923
RUA JAIR DE MELLO VIANA,161,04815090,INTERLAGOS,SAO PAULO,SP,925
RUA SAO MARCOS,,48485000,LUIZ E MAGALHAES,SATIRO DIAS,BA,927
RUA LEONILDA SIBILA NADOLNY,510,83413700,MAUA,COLOMBO,PR,929
DF 425,,73070043,SOBRADINHO,BRASILIA,DF,931
RUA RUI BARBOSA,288,45600220,CENTRO,ITABUNA,BA,933
RUA QUINTINO BOCAIUVA,82,39480000,CENTRO,JANUARIA,MG,935
RODOVIA SP 101,,13190000,PARQUE ATERRADO,MONTE MOR,SP,937
AVENIDA HORACIO LAFER,183,04538080,ITAIM BIBI,SAO PAULO,SP,939
AVENIDA NEREU RAMOS,388,88380000,CENTRO,BALNEARIO PICARRAS,SC,941
RUA CLAUDIO ANTONIO,85B,31250040,APARECIDA,BELO HORIZONTE,MG,943
AVENIDA INDEPENDENCIA,1539,98300970,CENTRO,PALMEIRA DAS MISSOES,RS,945
RUA DOUTOR EURICO DE AGUIAR,600,29055280,SANTA LUCIA,VITORIA,ES,947
AVENIDA TROPICAL,1975,32070380,TROPICAL,CONTAGEM,MG,949
RUA LEALDO FERREIRA DE MELO,4,49030500,FAROLANDIA,ARACAJU,SE,952
RUA RAUL NABU,78,60191070,JOAO XXIII,FORTALEZA,CE,954
RUA 10,330,78710129,VILA AURORA,RONDONOPOLIS,MT,956
RUA BENJAMIN CONSTANT,505,89031200,ASILO,BLUMENAU,SC,958
RUA RUY BARBOSA,52,45638000,CENTRO,COARACI,BA,960
RUA SILVIO ROMERO,272,38200000,XV DE NOVEMBRO,FRUTAL,MG,962
RUA DO ROSARIO,223,27511290,CENTRO,RESENDE,RJ,964
AVENIDA MARGINAL MARIA CHICA,1635,16300000,VILA FATIMA,PENAPOLIS,SP,966
AVENIDA ROBERTO SILVEIRA,735,28570000,SARDINHA,ITAOCARA,RJ,968
RUA MARECHAL FLORIANO PEIXOTO,40,08550010,CENTRO,POA,SP,970
TRAVESSA TURISMO,1,76600000,CENTRO,GOIAS,GO,972
FAZENDA DA PENHA,SN,78700700,ZONA RURAL,RONDONOPOLIS,MT,974
RUA IARA,219,25525410,SAO MATEUS,SAO JOAO DE MERITI,RJ,976
AVENIDA VITORIA,1230,29027080,JUCUTUQUARA,VITORIA,ES,978
TRAVESSA NOVE DE JANEIRO,210,66060370,FATIMA,BELEM,PA,980
RUA HILTON NOGUEIRA,3,69190000,SANTA LUZIA,MAUES,AM,982
PRACA 20 DE SETEMBRO,,18400230,CENTRO,ITAPEVA,SP,984
RUA EURIPEDES DE PAULA,189,06250020,JARDIM ELVIRA,OSASCO,SP,986
RUA SAO CRISTOVAO,SN,88309480,CORDEIROS,ITAJAI,SC,988
RUA CLAUDIO FURQUIM,21,03072010,MARANHAO,SAO PAULO,SP,990
RUA CARLO CLAUSETTI,14,03928220,CONJUNTO HABITACIONAL TEOTONIO VILELA,SAO PAULO,SP,992
AVENIDA MANOEL RIBAS,317,85200000,,PITANGA,PR,994
AVENIDA PARAGUACU,347,19700000,CENTRO,PARAGUACU PAULISTA,SP,996
RUA CARAIBAS,398,05020000,PERDIZES,SAO PAULO,SP,998
AVENIDA SETE DE SETEMBRO,412,87550000,,ALTONIA,PR,1000
RUA IGNACIO XAVIER,1205,96503140,NOEMIA,CACHOEIRA DO SUL,RS,1002
RUA SAO DO LIBANO,667,36083786,GRAJAU,JUIZ DE FORA,MG,1004
RUA ALFERES J DA ROCHA,649,36512000,,TOCANTINS,MG,1006
RUA PARACATU,225,36046040,SANTA TEREZINHA,JUIZ DE FORA,MG,1008
RUA JOSE BONIFACIO,1830,13634010,ROSARIO,PIRASSUNUNGA,SP,1010
RUA DOS FERROVIARIOS,321,79008420,CABREUVA,CAMPO GRANDE,MS,1012
RUA OZY MENDONCA DE LIMA,SN,83900000,CENTRO,SAO MATEUS DO SUL,PR,1014
PRACA EMANOEL PINHEIRO,SN,78830000,CENTRO,DOM AQUINO,MT,1016
AVENIDA QUEIROZ JUNIOR,304,35450000,CENTRO,ITABIRITO,MG,1018
RUA RIO GRANDE DO NORTE,2930,38402016,NOSSA SENHORA DAS GRACAS,UBERLANDIA,MG,1020
RUA NSA SRA DA CONCEICAO,189,93230010,CENTRO,SAPUCAIA DO SUL,RS,1022
RUA DRAGAO DO MAR,53,51010110,BRASILIA TEIMOSA,RECIFE,PE,1024
AVENIDA ANTONIO GABRIEL,450,75370000,CENTRO,GOIANIRA,GO,1026
TRAVESSA ANTONIO CARLOS,163,19807315,VILA SANTA RITA,ASSIS,SP,1028
RUA TOME DE SOUZA,204,09195060,VILA ALZIRA,SANTO ANDRE,SP,1030
RUA 9 DE JULHO,353,19500000,CENTRO,MARTINOPOLIS,SP,1032
RUA JOAO BERTOTTI,300,95040370,MADUREIRA,CAXIAS DO SUL,RS,1034
VIA SANTOS DUMONT,1350,11460004,PAE CARA,GUARUJA,SP,1036
RUA VARZEA DA PALMA,205,35701170,VALE DAS PALMEIRAS,SETE LAGOAS,MG,1038
RUA DOUTOR COCHRANE,180,11013100,PAQUETA,SANTOS,SP,1039
RUA MAEST FURIO FRANCESCHIN,208,08210040,PARQUE SAO LUCAS,SAO PAULO,SP,1041
RUA OTILIA,37,03649000,VILA ESPERANCA,SAO PAULO,SP,1043
AVENIDA PROFESSOR MARIO WERNECK,1685,30455610,ESTORIL,BELO HORIZONTE,MG,1045
RUA PINDARE,690,13225515,PARQUE GUARANI,VARZEA PAULISTA,SP,1047
RUA MINAS DA PRATA,30,04552080,ITAIM BIBI,SAO PAULO,SP,1049
AVENIDA LEONARDO VILLAS BOAS,2490,18608227,VILA NOVA BOTUCATU,BOTUCATU,SP,1052
ALTO DA SERRA DE SO DOMINGOS,3000,37701512,POCOS DE CALDAS,POCOS DE CALDAS,MG,1054
RUA MONSENHOR JOSE AUGUSTO,204,36205018,SAO JOSE,BARBACENA,MG,1056
RUA DOUTOR CLAUDINO DOS SANTOS,SN,85550000,CENTRO,CORONEL VIVIDA,PR,1058
AVENIDA CONDE RIBEIRO DO VALLE,799,37800000,CENTRO,GUAXUPE,MG,1061
RUA BELA VISTA,1696,79812090,JARDIM AGUA BOA,DOURADOS,MS,1063
AVENIDA VASCO NETO,192,45545000,CENTRO,UBAITABA,BA,1065
RUA AVIADOR JOAO PAULO II,2560,68702013,CENTRO,CAPANEMA,PA,1067
ALAMEDA MAMORE,911,06454040,ALPHAVILLE,BARUERI,SP,1069
RUA PEDRO DE GASPERI,260,14140000,JARDIM PAULISTA,CRAVINHOS,SP,1071
RUA M,8,13505120,CERVEZAO,RIO CLARO,SP,1073
RUA PORTUGAL,351,80510280,SAO FRANCISCO,CURITIBA,PR,1075
AVENIDA OLINTO DEMARCHI,260,09660006,JARDIM BORBOREMA,SAO BERNARDO DO CAMPO,SP,1077
ESTRADA DA BARROCADA,5,02286000,SITIO BARROCADA,SAO PAULO,SP,1079
RUA ANA ESPINOLA NAVARRO,194,58080020,ERNANI SATIRO,JOAO PESSOA,PB,1082
RUA M,2,13505050,JARDIM FLORIDIANA,RIO CLARO,SP,1083
ESTRADA CHACARA SANTO ANTONIO,SN,16200970,BAIXOTE,BIRIGUI,SP,1085
RUA OROBO,125,05466030,ALTO DE PINHEIROS,SAO PAULO,SP,1087
SITIO ESTRELA DO SUL II,SN,19930000,AGUA DO MATAO,RIBEIRAO DO SUL,SP,1089
RUA DOS JARDINEIROS,81,04716080,CHACARA SAO LUIS,SAO PAULO,SP,1091
FAZENDA BARBOSA,SN,12500970,RIO ACIMA,GUARATINGUETA,SP,1093
RUA ELVIRA MIANO,80,13260000,CENTRO,MORUNGABA,SP,1095
RUA JOSE ANTONIO MOURAO,1498,79760000,CENTRO,BATAYPORA,MS,1097
RUA OSVALDO ARANHA,400,95995970,CENTRO,ARVOREZINHA,RS,1099
RUA SERRA LEOA,435,37706186,PARQUE DAS NACOES,POCOS DE CALDAS,MG,1100
AVENIDA CONTORNO,3,46800000,JARDIM DO CEDRO,RUY BARBOSA,BA,1101
AVENIDA MARECHAL FLORIANO PEIXOTO,51,11060301,GONZAGA,SANTOS,SP,1103
AVENIDA LUIZ CARIACICA DOS SANTOS,1050,29197562,BARRA DO RIACHO,ARACRUZ,ES,1105
RUA GENERAL FERNANDO VASCONCELLOS CAVALCANTI ALBUQUERQUE,1250,06711020,BOSQUE DO VIANNA,COTIA,SP,1107
ALAMEDA JAIME FORTE,221,08673180,JARDIM IMPERADOR,SUZANO,SP,1109
PRACA DO SANTUARIO,374,75388730,CENTRO,TRINDADE,GO,1111
LOCALIDADE LINHA CORONEL BRITO,SN,95800000,BAIRRO,VENANCIO AIRES,RS,1113
RUA DOUTOR BALEEIRO,276,30750040,JARDIM MONTANHES,BELO HORIZONTE,MG,1115
RUA FLORENCIO YGARTUA,131,90430010,MOINHOS DE VENTO,PORTO ALEGRE,RS,1117
RUA RAUL SOARES,206,35300020,CENTRO,CARATINGA,MG,1119
RUA MONTEIRO LOBATO,491,18120000,CENTRO,MAIRINQUE,SP,1121
RUA E,11,61605600,PARQUE ARATURI,CAUCAIA,CE,1122
RUA PEDRO ZANGRANDE,989,29164020,JARDIM LIMOEIRO,SERRA,ES,1124
AVENIDA AMALIA SALDANHA,101,65041790,COROADINHO,SAO LUIS,MA,1127
RUA RUY BARBOSA,1904,69151260,CENTRO,PARINTINS,AM,1129
RUA MARIO NAPOLEAO ARCOVERDE,93,56510230,SAO MIGUEL,ARCOVERDE,PE,1131
CONDOMINIO PRIVE LUCENA RORIZ,30,72268000,CEILANDIA NORTE CEILANDIA,BRASILIA,DF,1134
RUA ANTONIO PRADO,1318,14795000,CENTRO,COLOMBIA,SP,1136
AVENIDA VALDEMAR FERREIRA,93,05501000,BUTANTA,SAO PAULO,SP,1138
AVENIDA MAESTRO JOAO BATISTA DE QUEIROZ,55,46165000,CENTRO,DOM BASILIO,BA,1141
RUA SETE DE SETEMBRO,1126,90010191,CENTRO HISTORICO,PORTO ALEGRE,RS,1143
ESTRADA MUNICIPAL PALMEIRAS MORRO CAVADO,,14620000,RURAL,ORLANDIA,SP,1146
AVENIDA RUI BARBOSA,1000,06311000,CENTRO,CARAPICUIBA,SP,1148
RUA CAPITAO NECO,841,12701350,CENTRO,CRUZEIRO,SP,1150
RUA ANTONIO GOMES AMORIM,386,18702240,VILA MARTINS II,AVARE,SP,1152
ESTRADA MUNICIPAL VALPARAISO BENTO DE ABREU APOS O CAMPO DE AVIACAO,SN,16880000,CAMPO DE AVIACAO,VALPARAISO,SP,1154
SITIO SANTA EULALIA,SN,15420000,GLORIA,GUARACI,SP,1156
RUA AMPELIO CARLOTTO,65,95185000,CENTRO,CARLOS BARBOSA,RS,1158
RUA CIPRIANO BARATA,2923,04205000,IPIRANGA,SAO PAULO,SP,1160
RUA GETULIO VARGAS,44,83880000,CENTRO,RIO NEGRO,PR,1162
RUA DAS CAMELIAS,579,18240000,JARDIM ELISA VOLPE,ANGATUBA,SP,1164
AVENIDA TALMA RODRIGUES RIBEIRO,SN,29172630,CASTELANDIA,SERRA,ES,1166
RUA ANGELINA MARIA DA SILVA,491,87062015,JARDIM SAO CLEMENTE,MARINGA,PR,1168
RUA DOUTOR PERGENTINO MAIA,441,60840045,MESSEJANA,FORTALEZA,CE,1170
AVENIDA ANTONIO CARLOS COSTA,318,06053000,BELA VISTA,OSASCO,SP,1172
AVENIDA 15 DE NOVEMBRO,SN,95150000,CENTRO,NOVA PETROPOLIS,RS,1174
RUA MARIA ISAURA DA SILVA MULLER,85,88303055,CENTRO,ITAJAI,SC,1176
AVENIDA GENERAL ERNESTO DORNELLES,SN,99170000,CENTRO,SERTAO,RS,1178
RUA LUIZ SERAPHICO JUNIOR,978,04729080,JARDIM CARAVELAS,SAO PAULO,SP,1180
RUA CONDE DE PORTO ALEGRE,143,25070350,CENTRO,DUQUE DE CAXIAS,RJ,1182
RUA JAVAES,170,01130010,BOM RETIRO,SAO PAULO,SP,1184
AVENIDA EDUARDO FROES DA MOTA,2500,44090156,TOMBA,FEIRA DE SANTANA,BA,1186
RUA COMERCIANTE ALFREDO FERREIRA DA ROCHA,485,58055540,MANGABEIRA,JOAO PESSOA,PB,1188
RUA VOLUNTARIOS DA PATRIA,448,22270010,BOTAFOGO,RIO DE JANEIRO,RJ,1190
RUA BERNARDINO DE CAMPOS,3017,15015300,CENTRO,SAO JOSE DO RIO PRETO,SP,1192
RUA TIRADENTES,287,79302050,CENTRO,CORUMBA,MS,1194
SETOR MERCADO MUNICIPAL,SN,12425190,CENTRO,PINDAMONHANGABA,SP,1196
RUA VISCONDE DE INHAUMA,58,20091007,CENTRO,RIO DE JANEIRO,RJ,1198
RUA ANTONIA FALCHI,62,09361070,VILA FALCHI,MAUA,SP,1200
RUA TENENTE SEBASTIAO GAIA,418,13091478,PARQUE BRASILIA,CAMPINAS,SP,1202
AVENIDA BRASIL,182,87200121,ZONA 1,CIANORTE,PR,1204
AVENIDA ESTRELA,,88780000,VILA NOVA,IMBITUBA,SC,1206
RUA VINTE HUM DE ABRIL,50,13301331,ALTO,ITU,SP,1208
AVENIDA MIRASSOL,58,13043710,PONTE PRETA,CAMPINAS,SP,1210
RUA JORGE LACERDA,208,89278000,CENTRO,CORUPA,SC,1212
AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,1168,04571000,CIDADE MONCOES,SAO PAULO,SP,1214
SHLS 716 CONJUNTO L BLOCO 2,88L,70390700,ASA SUL,BRASILIA,DF,1216
RUA MONTEVIDEU,485,21020290,PENHA,RIO DE JANEIRO,RJ,1217
AVENIDA PARANA,467,86010390,CENTRO,LONDRINA,PR,1219
RUA XV DE NOVEMBRO,3057,15015110,CENTRO,SAO JOSE DO RIO PRETO,SP,1221
RODOVIA BR 386,SN,95905130,MONTANHA,LAJEADO,RS,1222
RUA GENERAL OSORIO,1976,98200000,POR DO SOL,IBIRUBA,RS,1224
RUA JACOB WEINGARTNER,,88131400,CENTRO,PALHOCA,SC,1226
AVENIDA JOAO PESSOA,1132,97573520,CENTRO,SANTANA DO LIVRAMENTO,RS,1228
RUA JULIO DE CASTILHOS,2055,95200000,CENTRO,VACARIA,RS,1230
RUA BENTO GONCALVES,220,98025500,SCHETTERT,CRUZ ALTA,RS,1232
RUA ALDERICO ALVITE,444,13058080,CONJUNTO HABITACIONAL PARQUE ITAJAI,CAMPINAS,SP,1234
RUA OSVALDO ALVES,159,35640000,CENTRO,POMPEU,MG,1236
RUA GOITACAZES,71,30190050,CENTRO,BELO HORIZONTE,MG,1238
RUA JOAO EMENEGILDO TANK,250,13480021,JARDIM AMERICA,LIMEIRA,SP,1240
RUA NOSSA SENHORA DE FATIMA,1505,30230000,NOSSA SENHORA DE FATIMA,BELO HORIZONTE,MG,1242
RUA DAS BROMELIAS,34,03884030,JARDIM PONTE RASA,SAO PAULO,SP,1243
